Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,City,Kind,Postal code,Public name,Station type,Status,year,month,day,hour,minute
2 Avenue de Suffren,0,0,0,0,Paris,STATION,75015,Paris/Suffren/2,station,ok,2018,4,8,11,43
145 Rue Raymond Losserand,6,6,0,0,Paris,STATION,75014,Paris/Raymond Losserand/145,station,ok,2018,4,6,7,24
2 Avenue John Fitzgerald Kennedy,3,3,0,2,Le Bourget,STATION,93350,Le Bourget/John Fitzgerald Kennedy/2,station,ok,2018,4,3,20,14
51 Rue EugÃ¨ne OudinÃ©,3,3,1,0,Paris,STATION,75013,Paris/EugÃ¨ne OudinÃ©/51,station,ok,2018,4,4,4,37
6 avenue de la Porte de Champerret,3,3,0,0,Paris,PARKING,75017,Paris/Porte de Champerret/6,station,ok,2018,4,8,17,23
8 Boulevard Voltaire,0,0,0,0,Paris,STATION,75011,Paris/Voltaire/8,station,ok,2018,4,6,7,2
37 rue Leblanc,0,0,0,0,Paris,PARKING,75015,Paris/CitroÃ«n CÃ©vennes/Parking,station,closed,2018,4,8,18,20
17 Rue des Luaps ProlongÃ©e,3,3,1,0,Nanterre,STATION,92000,Nanterre/Luaps/17,station,ok,2018,4,4,22,13
34 avenue Jean Moulin,1,1,0,0,Paris,STATION,75014,Paris/Jean Moulin/34,station,ok,2018,4,2,22,58
41 boulevard de Rochechouart,6,6,0,0,Paris,PARKING,75009,Paris/Anvers/Parking,station,ok,2018,4,4,15,2
14 rue Censier,0,0,0,0,Paris,STATION,75005,Paris/Censier/14,station,ok,2018,4,1,4,39
12 Rue Francis de PressensÃ©,1,1,0,0,Puteaux,STATION,92800,Puteaux/Francis de PressensÃ©/12,station,ok,2018,4,6,9,20
6 avenue de la Porte de Champerret,5,5,1,0,Paris,PARKING,75017,Paris/Porte de Champerret/6,station,ok,2018,4,5,12,22
34 avenue Jean Moulin,0,0,0,0,Paris,STATION,75014,Paris/Jean Moulin/34,station,ok,2018,4,8,21,54
8 Boulevard Richard Lenoir,0,0,0,0,Paris,STATION,75011,Paris/Richard Lenoir/8,station,ok,2018,4,6,8,0
3 rue Jean JaurÃ¨s,0,0,0,0,Fontenay-aux-Roses,SPACE,92260,Fontenay-aux-Roses/Jean JaurÃ¨s/3,full_station,ok,2018,4,2,0,21
2 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,Le Chesnay,STATION,78150,Le Chesnay/Leclerc/2,station,ok,2018,4,3,19,0
182 Boulevard Voltaire,6,6,0,0,Paris,STATION,75011,Paris/Voltaire/182,station,ok,2018,4,9,12,14
26 villa Croix-Nivert,5,5,0,0,Paris,PARKING,75015,Paris/Cambronne/Parking,station,ok,2018,4,9,20,58
11 avenue RenÃ© Coty,4,4,0,2,Paris,STATION,75014,Paris/RenÃ© Coty/11,station,ok,2018,4,9,21,31
2 Place de Catalogne,3,3,0,0,Paris,SPACE,75014,Paris/Catalogne/2,full_station,ok,2018,4,5,6,16
37 avenue Georges Pompidou,2,2,1,0,Suresnes,STATION,92150,Suresnes/Georges Pompidou/37,station,ok,2018,4,7,7,32
5 rue Vauban,5,5,0,0,Versailles,STATION,78000,Versailles/Vauban/5,station,ok,2018,4,5,3,6
2 Rue du GÃ©nÃ©ral Malleret Joinville,2,2,0,0,Malakoff,STATION,92240,Malakoff/Malleret Joinville/2,station,ok,2018,4,1,4,11
15 avenue Ãmile Deschanel,2,2,0,0,Paris,STATION,75007,Paris/Ãmile Deschanel/15,station,ok,2018,4,4,23,27
182 Boulevard Voltaire,0,0,0,0,Paris,STATION,75011,Paris/Voltaire/182,station,ok,2018,4,5,21,6
203 Rue du Faubourg-Saint-Martin,2,2,0,1,Paris,STATION,75010,Paris/Faubourg-Saint-Martin/203,station,ok,2018,4,3,9,40
16 rue Guynemer,1,1,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Guynemer/16,station,ok,2018,4,6,19,53
8 rue Danton,0,0,0,0,Paris,STATION,75006,Paris/Danton/8,station,ok,2018,4,2,23,28
35 rue de Boucry,0,0,0,0,Paris,STATION,75018,Paris/Boucry/35,station,closed,2018,4,8,2,29
24 rue du Pont Louis-Philippe,0,0,0,0,Paris,STATION,75004,Paris/Pont Louis-Philippe/24,station,ok,2018,4,9,21,7
21 rue Miollis,4,4,0,0,Paris,STATION,75015,Paris/Miollis/21,station,ok,2018,4,3,1,22
14 rue Sorbier,1,1,0,0,Paris,STATION,75020,Paris/Sorbier/14,station,ok,2018,4,8,17,23
6 rue de Londres,3,3,0,0,Paris,STATION,75009,Paris/Londres/6,station,ok,2018,4,9,10,28
38 ter rue du Mont ValÃ©rien,3,3,0,0,Saint-Cloud,STATION,92210,Saint-Cloud/Mont ValÃ©rien/38,station,ok,2018,4,3,16,22
123 Grande Rue,2,2,0,1,SÃ¨vres,STATION,92310,SÃ¨vres/Grande Rue/123,station,ok,2018,4,8,3,9
5 rue des Ecoles,4,4,0,0,Nanterre,STATION,92000,Nanterre/Ecoles/5,station,ok,2018,4,6,11,51
5 rue FrÃ©dÃ©rick LemaÃ®tre,5,5,0,0,Paris,STATION,75020,Paris/FrÃ©dÃ©rick LemaÃ®tre/5,station,ok,2018,4,3,3,48
77 rue Edouard Vaillant,3,3,0,0,Bezons,SPACE,95870,Bezons/Edouard Vaillant/77,full_station,ok,2018,4,1,23,36
1 rue Jean Monnet,5,5,0,0,Nogent-sur-Marne,SPACE,94130,Nogent-sur-Marne/Jean Monnet/1,full_station,ok,2018,4,2,8,37
70 Boulevard de Clichy,2,2,0,0,Paris,STATION,75018,Paris/Clichy/70,station,ok,2018,4,3,16,24
68 avenue Mozart,2,2,0,0,Paris,STATION,75016,Paris/Mozart/68,station,ok,2018,4,1,21,17
16 rue Claude Bernard,1,1,0,0,Paris,STATION,75005,Paris/Claude Bernard/16,station,ok,2018,4,4,13,3
18 Rue Gabriel FaurÃ©,3,3,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Gabriel FaurÃ©/18,station,ok,2018,4,2,23,38
27 boulevard Gallieni,4,4,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Gallieni/27,station,ok,2018,4,4,11,54
42 bis avenue Georges Mandel,5,5,0,0,Paris,STATION,75016,Paris/Georges Mandel/42,station,ok,2018,4,6,18,25
81 avenue de la Grande ArmÃ©e,0,0,0,0,Paris,STATION,75016,Paris/Grande ArmÃ©e/81,station,closed,2018,4,6,21,2
2 avenue de l'Ãpi dâOr,6,6,0,0,Villejuif,STATION,94800,Villejuif/Ãpi d'Or/2,station,ok,2018,4,5,7,5
14 rue Censier,2,2,0,0,Paris,STATION,75005,Paris/Censier/14,station,ok,2018,4,5,2,35
59 avenue Reille,3,3,0,1,Paris,STATION,75014,Paris/Reille/59,station,ok,2018,4,7,9,6
2 bis Place du 8 mai 1945,4,4,0,1,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/8 mai 1945/2,station,ok,2018,4,6,3,52
41 rue de Tolbiac,3,3,0,0,Paris,STATION,75013,Paris/Tolbiac/41,station,ok,2018,4,9,19,49
2 Rue Fabre d'Ãglantine,2,2,0,0,Paris,STATION,75012,Paris/Fabre d'Ãglantine/2,station,ok,2018,4,9,0,44
29 Avenue Georges Pompidou,6,6,0,0,Villeneuve-la-Garenne,STATION,92390,Villeneuve-la-Garenne/Pompidou/29,station,ok,2018,4,1,11,56
17 Place de la RÃ©publique,0,0,0,0,Paris,STATION,75003,Paris/RÃ©publique/17,station,ok,2018,4,3,0,56
145 Rue Raymond Losserand,4,4,0,0,Paris,STATION,75014,Paris/Raymond Losserand/145,station,ok,2018,4,4,10,9
11 rue de vincennes,6,6,0,0,Montreuil,STATION,93100,Montreuil/Vincennes/11,station,ok,2018,4,7,21,11
1 rue Velpeau,0,0,0,0,Paris,PARKING,75007,Paris/SÃ¨vres Babylone/Parking,station,ok,2018,4,6,0,9
229 Rue Raymond Losserand,5,5,0,0,Paris,STATION,75014,Paris/Raymond Losserand/229,station,ok,2018,4,8,8,22
1 Boulevard Murat,0,0,0,0,Paris,STATION,75016,Paris/Murat/1,station,ok,2018,4,4,3,32
137 rue de la Pompe,3,3,0,0,Paris,STATION,75016,Paris/Pompe/137,station,ok,2018,4,3,21,17
10 rue Guy Patin,3,3,0,0,Paris,STATION,75010,Paris/Guy Patin/10,station,ok,2018,4,5,15,54
1 rue Jacques Duchesne,3,3,0,2,Paris,STATION,75019,Paris/Jacques Duchesne/1,station,ok,2018,4,8,10,55
147 rue de Paris,3,3,0,0,Charenton-le-Pont,STATION,94220,Charenton-le-Pont/Paris/147,station,ok,2018,4,2,14,38
12 rue Henri Sainte-Claire DÃ©ville,4,4,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Henri Sainte-Claire DÃ©ville/12,station,ok,2018,4,1,1,29
4 rue Massenet,3,3,0,0,Courbevoie,SPACE,92400,Courbevoie/Massenet/4,full_station,ok,2018,4,6,15,59
37 rue Sainte-Croix de la Bretonnerie,2,2,0,0,Paris,STATION,75004,Paris/Sainte-Croix de la Bretonnerie/37,station,ok,2018,4,3,11,11
229 Rue Raymond Losserand,5,5,0,1,Paris,STATION,75014,Paris/Raymond Losserand/229,station,ok,2018,4,7,3,31
6 avenue Foch,0,0,0,0,Paris,PARKING,75016,Paris/Etoile Foch/Parking,station,closed,2018,4,5,3,11
33 Rue du Ranelagh,6,6,0,0,Paris,STATION,75016,Paris/Ranelagh/33,station,ok,2018,4,2,20,40
65 avenue Philippe Auguste,3,3,0,0,Paris,STATION,75011,Paris/Philippe Auguste/65,station,ok,2018,4,2,18,59
2 Rue Jean-Jacques Rousseau,5,5,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Jean-Jacques Rousseau/2,station,ok,2018,4,8,3,10
55 avenue de SÃ©gur,3,3,1,0,Paris,STATION,75007,Paris/SÃ©gur/55,station,ok,2018,4,1,17,48
81 Avenue Bosquet,0,0,0,0,Paris,STATION,75007,Paris/Bosquet/81,station,ok,2018,4,8,8,2
102 Boulevard Raymond PoincarÃ©,6,6,0,0,Garches,STATION,92380,Garches/Raymond PoincarÃ©/102,station,ok,2018,4,1,6,13
17 Avenue Victoria,1,1,0,0,Paris,STATION,75001,Paris/Victoria/17,station,ok,2018,4,6,4,41
2 Rue Marcelin Berthelot,1,1,0,0,Drancy,STATION,93700,Drancy/Marcelin Berthelot/2,station,ok,2018,4,4,13,27
31 Boulevard Rochechouart,2,2,2,0,Paris,STATION,75009,Paris/Rochechouart/31,station,ok,2018,4,4,2,59
1 rue Jules LefÃ¨bvre,0,0,0,0,Paris,STATION,75009,Paris/Jules LefÃ¨bvre/1,station,ok,2018,4,6,11,42
24 boulevard Diderot,0,0,0,0,Paris,SPACE,75012,Paris/Diderot/24,full_station,ok,2018,4,2,3,38
4 Rue Lobau,0,0,0,0,Paris,PARKING,75004,Paris/Lobau/Parking,station,closed,2018,4,8,14,3
2 rue du Charolais,2,2,0,0,Paris,STATION,75012,Paris/Charolais/2,station,ok,2018,4,9,6,50
41 avenue de Verdun,5,5,0,1,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/Verdun/41,station,ok,2018,4,9,20,37
34 avenue Jean Moulin,3,3,0,0,Paris,STATION,75014,Paris/Jean Moulin/34,station,ok,2018,4,7,5,22
32 rue Robert Marchand,5,5,0,0,Fontenay-aux-Roses,STATION,92260,Fontenay-aux-Roses/Robert Marchand/32,station,ok,2018,4,5,20,58
41 Boulevard Bourdon,0,0,0,0,Paris,SPACE,75004,Paris/Bourdon/41,full_station,ok,2018,4,1,7,55
1 Rue du Colonel Pierre Avia,0,0,0,0,Paris,STATION,75015,Paris/Colonel Pierre Avia/1,station,ok,2018,4,7,22,52
17 Avenue Victoria,0,0,0,0,Paris,STATION,75001,Paris/Victoria/17,station,ok,2018,4,8,6,8
10 Rue Sadi Carnot,2,2,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,station,ok,2018,4,5,23,23
171 Rue de la Convention,3,3,0,0,Paris,STATION,75015,Paris/Convention/171,station,ok,2018,4,7,10,58
4 Rue Lobau,0,0,0,0,Paris,PARKING,75004,Paris/Lobau/Parking,station,ok,2018,4,6,7,9
17 boulevard Saint-Martin,0,0,0,0,Paris,STATION,75003,Paris/Saint-Martin/17,station,ok,2018,4,8,11,48
51 avenue Karl Marx,4,4,0,0,Villejuif,STATION,94800,Villejuif/Karl Marx/51,station,ok,2018,4,5,6,2
137 Rue des PyrÃ©nÃ©es,2,2,0,0,Paris,SPACE,75020,Paris/PyrÃ©nÃ©es/137,full_station,ok,2018,4,6,7,17
61 Boulevard Ãmile Zola,6,6,0,0,Nanterre,STATION,92000,Nanterre/Ãmile Zola/61,station,ok,2018,4,5,5,7
10 Rue du Ranelagh,1,1,0,0,Paris,STATION,75016,Paris/Ranelagh/10,station,ok,2018,4,7,6,55
10 rue Guy Patin,3,3,0,0,Paris,STATION,75010,Paris/Guy Patin/10,station,ok,2018,4,2,7,31
24 Avenue d'IÃ©na,0,0,0,0,Paris,STATION,75016,Paris/IÃ©na/24,station,ok,2018,4,1,6,20
56 Rue La Fayette,3,3,0,0,Paris,STATION,75009,Paris/La Fayette/56,station,ok,2018,4,6,12,19
204 rue dâEstienne dâOrves,1,1,0,0,VerriÃ¨res-le-Buisson,STATION,91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,station,ok,2018,4,6,13,40
13 rue Malher,2,2,0,1,Paris,STATION,75004,Paris/Malher/13,station,ok,2018,4,2,19,19
1 rue Claude Terrasse,1,1,0,0,Le Blanc-Mesnil,STATION,93150,Le Blanc-Mesnil/Claude Terrasse/1,station,ok,2018,4,3,3,48
6 avenue Emile Zola,1,1,0,1,Paris,STATION,75015,Paris/Emile Zola/6,station,ok,2018,4,5,18,58
231 rue des PyrÃ©nÃ©es,2,2,0,0,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/231,station,ok,2018,4,3,7,43
116 rue RÃ©aumur,0,0,0,0,Paris,STATION,75002,Paris/RÃ©aumur/116,station,ok,2018,4,3,18,29
11 rue Gerbert,5,5,0,0,Paris,STATION,75015,Paris/Gerbert/11,station,ok,2018,4,4,23,50
126 rue de Colombes,1,1,0,0,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/Colombes/126,station,ok,2018,4,1,9,58
94 Rue Paul Vaillant Couturier,6,6,0,0,Nanterre,STATION,92000,Nanterre/Paul Vaillant Couturier/94,station,ok,2018,4,4,7,23
7 Rue Pruvot,0,0,0,0,Vanves,STATION,92170,Vanves/Pruvot/7,station,closed,2018,4,4,8,51
33 Avenue Jules Quentin,3,3,2,1,Nanterre,STATION,92000,Nanterre/Jules Quentin/33,station,ok,2018,4,8,22,57
2 Avenue John Fitzgerald Kennedy,3,3,0,0,Le Bourget,STATION,93350,Le Bourget/John Fitzgerald Kennedy/2,station,ok,2018,4,1,4,43
182 Boulevard Voltaire,1,1,0,0,Paris,STATION,75011,Paris/Voltaire/182,station,ok,2018,4,6,12,13
3 rue de Vaugirard,1,1,0,0,Paris,STATION,75006,Paris/Vaugirard/3,station,ok,2018,4,3,20,34
98 boulevard Murat,5,5,0,0,Paris,STATION,75016,Paris/Murat/98,station,ok,2018,4,5,17,7
139 boulevard de Grenelle,6,6,0,0,Paris,STATION,75015,Paris/Grenelle/139,station,ok,2018,4,1,21,46
161 rue du Faubourg Saint-HonorÃ©,1,1,0,0,Paris,STATION,75008,Paris/Saint-HonorÃ©/161,station,ok,2018,4,2,13,49
1 rue de Chanaleilles,3,3,0,0,Paris,STATION,75007,Paris/Chanaleilles/1,station,ok,2018,4,9,16,51
66 rue Gay-Lussac,1,1,0,0,Paris,SPACE,75005,Paris/Gay-Lussac/66,full_station,ok,2018,4,9,1,7
2 rue de Fleurus,1,1,0,0,Paris,STATION,75006,Paris/Fleurus/2,station,ok,2018,4,5,23,4
2 rue de la Coussaye,2,2,0,0,Enghien-les-Bains,STATION,95880,Enghien-les-Bains/Coussaye/2,station,ok,2018,4,3,11,18
2 rue de la RÃ©publique,6,6,0,0,Montreuil,STATION,93100,Montreuil/RÃ©publique/2,station,ok,2018,4,3,13,48
52 Rue de Bagneux,4,4,1,0,Sceaux,STATION,92330,Sceaux/Bagneux/52,station,ok,2018,4,8,8,26
8 Avenue de la Porte de Montrouge,3,3,0,1,Paris,STATION,75014,Paris/Porte de Montrouge/8,station,ok,2018,4,8,19,57
35 rue Mathis,0,0,0,0,Paris,STATION,75019,Paris/Mathis/35,station,ok,2018,4,1,0,32
3 boulevard du Couchant,6,6,0,0,Nanterre,STATION,92000,Nanterre/Couchant/3,station,ok,2018,4,4,6,40
1 Place de la RÃ©publique,1,1,0,1,Levallois-Perret,PARKING,92300,Levallois-Perret/HÃ´tel de Ville/Parking,station,ok,2018,4,9,10,47
38 Rue RÃ©aumur,0,0,0,0,Paris,STATION,75003,Paris/RÃ©aumur/38,station,ok,2018,4,2,14,32
47 rue de la Grange aux Belles,3,3,0,0,Paris,STATION,75010,Paris/Grange aux Belles/47,station,ok,2018,4,6,1,31
31 Rue Camille Desmoulins,2,2,0,1,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Camille Desmoulins/31,station,ok,2018,4,2,0,0
19 Rue des Filles du Calvaire,1,1,1,0,Paris,STATION,75003,Paris/Filles du Calvaire/19,station,ok,2018,4,5,14,51
81 avenue Ãdouard Vaillant,2,2,0,0,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/Ãdouard Vaillant/81,station,ok,2018,4,8,18,41
280 avenue Jean JaurÃ¨s,0,0,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,station,closed,2018,4,9,0,50
33 rue Crozatier,0,0,0,0,Paris,STATION,75012,Paris/Crozatier/33,station,closed,2018,4,5,6,8
4 Avenue SecrÃ©tan,2,2,0,1,Paris,STATION,75019,Paris/SecrÃ©tan/4,station,ok,2018,4,5,9,27
34 avenue du CimetiÃ¨re Parisien,0,0,0,0,Pantin,STATION,93500,Pantin/CimetiÃ¨re Parisien/34,station,closed,2018,4,8,22,38
6 rue de Paris,1,1,0,0,Meudon,STATION,92190,Meudon/Paris/6,station,ok,2018,4,9,9,29
4 Rue Croix des Petits Champs,0,0,0,0,Paris,STATION,75001,Paris/Croix des Petits Champs/4,station,ok,2018,4,8,13,57
3 avenue d'Ivry,2,2,0,0,Paris,STATION,75013,Paris/Ivry/3,station,ok,2018,4,2,11,10
23 avenue du GÃ©nÃ©ral de Gaulle,5,5,0,1,Gennevilliers,STATION,92230,Gennevilliers/De Gaulle/23,station,ok,2018,4,8,8,42
15 boulevard Mortier,1,1,0,0,Paris,STATION,75020,Paris/Mortier/15,station,ok,2018,4,8,3,45
44 rue de Fontenay,2,2,0,1,Vincennes,STATION,94300,Vincennes/Fontenay/44,station,ok,2018,4,7,14,50
10 rue du Quatre septembre,0,0,0,0,Paris,STATION,75002,Paris/Quatre septembre/10,station,ok,2018,4,5,23,35
3 avenue Paul Doumer,5,5,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Paul Doumer/3,station,ok,2018,4,2,12,48
28 rue Championnet,1,1,0,0,Paris,STATION,75018,Paris/Championnet/28,station,ok,2018,4,7,12,50
1 rue Jules LefÃ¨bvre,1,1,0,2,Paris,STATION,75009,Paris/Jules LefÃ¨bvre/1,station,ok,2018,4,5,13,16
20 Chemin LatÃ©ral,3,3,0,1,Drancy,STATION,93700,Drancy/LatÃ©ral/20,station,ok,2018,4,5,11,57
22 Voie au Lard,7,7,0,0,Rungis,STATION,94150,Rungis/Lard/22,station,ok,2018,4,1,17,35
22 rue de Normandie,6,6,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Normandie/22,station,ok,2018,4,2,11,18
236 Rue des PyrÃ©nÃ©es,6,6,0,0,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/236,station,ok,2018,4,3,6,33
26 rue HuchÃ©,6,6,0,0,Suresnes,STATION,92150,Suresnes/HuchÃ©/26,station,ok,2018,4,4,8,28
42 Rue Victor Hugo,6,6,0,0,Colombes,STATION,92700,Colombes/Victor Hugo/42,station,ok,2018,4,5,5,4
2 avenue du Val de Fontenay,5,5,0,1,Fontenay-Sous-Bois,STATION,94120,Fontenay-Sous-Bois/Val de Fontenay/2,station,ok,2018,4,7,3,57
8 rue Gaston Tessier,4,4,0,0,Paris,STATION,75019,Paris/Gaston Tessier/8,station,ok,2018,4,3,12,31
20 Boulevard de Vaugirard,2,2,1,1,Paris,STATION,75015,Paris/Vaugirard/20,station,ok,2018,4,7,11,57
52 Boulevard de la RÃ©publique,4,4,0,0,La Garenne-Colombes,SPACE,92250,La Garenne-Colombes/RÃ©publique/52,full_station,ok,2018,4,8,11,55
199 Rue du Faubourg Saint-Antoine,3,3,0,0,Paris,SPACE,75011,Paris/Saint-Antoine/199,full_station,ok,2018,4,9,9,22
108 Rue Balard,0,0,0,0,Paris,STATION,75015,Paris/Balard/108,station,ok,2018,4,2,22,33
51 Rue de Bretagne,0,0,0,0,Paris,SPACE,75003,Paris/Bretagne/51,full_station,ok,2018,4,8,0,38
8 rue des Chantiers,2,2,0,0,Versailles,SPACE,78000,Versailles/Chantiers/8,full_station,ok,2018,4,9,7,42
69 Rue de Courcelles,0,0,0,0,Paris,STATION,75008,Paris/Courcelles/69,station,ok,2018,4,2,18,38
25 rue de la Plaine,0,0,0,2,Paris,STATION,75020,Paris/Plaine/25,station,ok,2018,4,4,17,6
16 rue de Lisbonne,5,5,0,1,Rosny-sous-Bois,STATION,93110,Rosny-sous-Bois/Lisbonne/16,station,ok,2018,4,4,9,18
19 Rue des Filles du Calvaire,4,4,0,0,Paris,STATION,75003,Paris/Filles du Calvaire/19,station,ok,2018,4,3,13,57
108 Rue Jouffroy d'Abbans,2,2,0,0,Paris,STATION,75017,Paris/Jouffroy d'Abbans/108,station,ok,2018,4,2,7,28
115 Boulevard Pereire,1,1,0,0,Paris,STATION,75017,Paris/Pereire/115,station,ok,2018,4,4,16,17
39 rue Julien Lacroix,6,6,0,0,Paris,STATION,75020,Paris/Julien Lacroix/39,station,ok,2018,4,3,3,1
123 Grande Rue,1,1,0,1,SÃ¨vres,STATION,92310,SÃ¨vres/Grande Rue/123,station,ok,2018,4,8,8,13
1 rue LÃ©on Frot,0,0,1,0,Paris,STATION,75011,Paris/LÃ©on Frot/1,station,ok,2018,4,7,20,14
8 rue Goubet,5,5,0,0,Paris,STATION,75019,Paris/Goubet/8,station,ok,2018,4,8,23,47
56 Rue des Plantes,2,2,0,0,Paris,STATION,75014,Paris/Plantes/56,station,ok,2018,4,5,9,46
80 Rue de Dantzig,2,2,0,0,Paris,STATION,75015,Paris/Dantzig/80,station,ok,2018,4,8,10,50
192 avenue Pierre Brossolette,2,2,0,0,Malakoff,STATION,92240,Malakoff/Pierre Brossolette/192,station,ok,2018,4,4,8,3
280 avenue Jean JaurÃ¨s,0,0,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Jean JaurÃ¨s/280,station,closed,2018,4,9,21,31
26 rue Claude Decaen,6,6,0,0,Paris,STATION,75012,Paris/Claude Decaen/26,station,ok,2018,4,5,22,26
80 Rue de Dantzig,4,4,0,0,Paris,STATION,75015,Paris/Dantzig/80,station,ok,2018,4,4,6,19
78 Avenue du Maine,0,0,0,0,Paris,SPACE,75014,Paris/Maine/78,full_station,ok,2018,4,1,19,20
65 rue Ordener,6,6,0,0,Paris,STATION,75018,Paris/Ordener/65,station,ok,2018,4,3,3,14
236 Avenue Henri Barbusse,0,0,0,0,Drancy,STATION,93700,Drancy/Henri Barbusse/236,station,ok,2018,4,9,18,17
236 Avenue Henri Barbusse,0,0,0,0,Drancy,STATION,93700,Drancy/Henri Barbusse/236,station,ok,2018,4,5,11,21
1 rue Croulebarbe,3,3,0,0,Paris,STATION,75013,Paris/Croulebarbe/1,station,ok,2018,4,7,22,7
102 Rue Juliette Savar,3,3,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Juliette Savar/102,station,ok,2018,4,4,22,1
1 rue AndrÃ© Theuriet,2,2,0,0,Bourg-la-Reine,SPACE,92340,Bourg-la-Reine/AndrÃ© Theuriet/1,full_station,ok,2018,4,9,21,48
27 rue Geoffroy-Saint-Hilaire,0,0,0,0,Paris,STATION,75005,Paris/Geoffroy-Saint-Hilaire/27,station,ok,2018,4,5,15,52
56 boulevard du MarÃ©chal Foch,1,1,0,0,VerriÃ¨res-le-Buisson,STATION,91370,VerriÃ¨res-le-Buisson/MarÃ©chal Foch/56,station,ok,2018,4,4,3,7
23 Boulevard Delessert,4,4,0,1,Paris,STATION,75016,Paris/Delessert/23,station,ok,2018,4,6,7,43
24 rue de la Paix,0,0,0,0,Paris,STATION,75002,Paris/Paix/24,station,ok,2018,4,8,1,28
64 rue du Faubourg PoissonniÃ¨re,1,1,0,0,Paris,STATION,75010,Paris/PoissonniÃ¨re/64,station,ok,2018,4,9,9,41
18 Rue PerrÃ©e,1,1,0,0,Paris,STATION,75003,Paris/PerrÃ©e/18,station,ok,2018,4,1,15,48
36 Avenue Carnot,2,2,0,1,Cachan,STATION,94230,Cachan/Carnot/36,station,ok,2018,4,2,17,30
1 avenue Rachel,1,1,0,0,Paris,STATION,75018,Paris/Rachel/1,station,ok,2018,4,3,12,14
22 bis rue Legendre,0,0,0,0,Paris,STATION,75017,Paris/Legendre/22,station,ok,2018,4,7,8,26
8 rue Waldeck Rochet,4,4,0,0,Nanterre,STATION,92000,Nanterre/Waldeck Rochet/8,station,ok,2018,4,8,11,19
1 avenue Ãmile Laurent,4,4,0,0,Paris,STATION,75012,Paris/Ãmile Laurent/1,station,ok,2018,4,2,9,12
24 boulevard Diderot,0,0,0,0,Paris,SPACE,75012,Paris/Diderot/24,full_station,ok,2018,4,9,20,28
8 Avenue de la Porte de Montrouge,1,1,1,0,Paris,STATION,75014,Paris/Porte de Montrouge/8,station,ok,2018,4,8,16,5
160 avenue LÃ©on Blum,4,4,1,1,Maisons-Alfort,STATION,94700,Maisons-Alfort/LÃ©on Blum/160,station,ok,2018,4,1,4,12
15 rue Olier,5,5,0,0,Paris,STATION,75015,Paris/Olier/15,station,ok,2018,4,7,4,34
5 bis Rue du Capitaine Ferber,5,5,0,1,Paris,STATION,75020,Paris/Capitaine Ferber/5,station,ok,2018,4,1,7,18
27 avenue Magellan,4,4,0,1,CrÃ©teil,STATION,94000,CrÃ©teil/Magellan/27,station,ok,2018,4,1,5,17
1 avenue Philippe Auguste,5,5,0,0,Paris,STATION,75011,Paris/Philippe Auguste/1,station,ok,2018,4,5,19,59
12 avenue de la gare,0,0,0,0,BiÃ¨vres,STATION,91570,BiÃ¨vres/Gare/12,station,scheduled,2018,4,9,5,39
39 rue du Port Ã  l'Anglais,4,4,0,0,Alfortville,STATION,94140,Alfortville/Port Ã  l'Anglais/39,station,ok,2018,4,9,17,12
15 Rue de Verdun,1,1,0,0,Suresnes,SPACE,92150,Suresnes/Verdun/15,full_station,ok,2018,4,1,7,12
48 Avenue de Saint-MandÃ©,0,0,0,0,Paris,STATION,75012,Paris/Saint-MandÃ©/48,station,ok,2018,4,1,16,3
199 Rue du Faubourg Saint-Antoine,0,0,0,0,Paris,SPACE,75011,Paris/Saint-Antoine/199,full_station,ok,2018,4,8,2,26
127 Quai de Stalingrad,5,5,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Stalingrad/127,station,ok,2018,4,9,2,54
42 rue Charles Moureu,4,4,1,0,Paris,STATION,75013,Paris/Charles Moureu/42,station,ok,2018,4,4,17,40
