Address,Cars,Bluecar counter,Utilib counter,Utilib 1.4 counter,City,Kind,Postal code,Public name,Station type,Status,year,month,day,hour,minute
6 Rue Adolphe Yvon,5,5,0,0,Paris,STATION,75016,Paris/Adolphe Yvon/6,station,ok,2018,4,2,14,15
88 rue de Bercy,2,2,0,0,Paris,STATION,75012,Paris/Bercy/88,station,ok,2018,4,2,10,25
1 Rue Dieumegard,3,3,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Dieumegard/1,station,ok,2018,4,2,23,38
49 avenue de l'Arche,0,0,0,0,Courbevoie,STATION,92400,Courbevoie/Arche/49,station,ok,2018,4,4,19,19
109 avenue FÃ©lix Faure,1,1,0,0,Paris,SPACE,75015,Paris/FÃ©lix Faure/109,full_station,ok,2018,4,6,22,5
104 avenue Ledru Rollin,0,0,0,0,Paris,STATION,75011,Paris/Ledru Rollin/104,station,ok,2018,4,1,12,30
2 Rue Marcelin Berthelot,0,0,0,0,Drancy,STATION,93700,Drancy/Marcelin Berthelot/2,station,ok,2018,4,4,10,1
1 Place Ferrari,0,0,0,0,Clamart,STATION,92140,Clamart/Ferrari/1,station,ok,2018,4,6,11,42
92 rue Pierre Brossolette,0,0,0,0,Yerres,STATION,91330,Yerres/Pierre Brossolette/92,station,ok,2018,4,9,14,26
10 avenue Georges ClÃ©menceau,5,5,1,1,Nogent-sur-Marne,STATION,94130,Nogent-sur-Marne/Georges ClÃ©menceau/10,station,ok,2018,4,5,7,47
89 Rue des PyrÃ©nÃ©es,1,1,0,0,Paris,STATION,75020,Paris/PyrÃ©nÃ©es/89,station,ok,2018,4,8,19,44
77 Rue Jean de la Fontaine,1,1,0,0,Paris,STATION,75016,Paris/Jean de la Fontaine/77,station,ok,2018,4,3,12,54
1 Rue de la Meurthe,4,4,0,0,Paris,STATION,75019,Paris/Meurthe/1,station,ok,2018,4,2,10,43
37 rue la BoÃ©tie,0,0,0,0,Paris,STATION,75008,Paris/La BoÃ©tie/37,station,ok,2018,4,7,7,5
36 rue Saint-Maur,0,0,0,0,Paris,STATION,75011,Paris/Saint-Maur/36,station,ok,2018,4,7,9,21
59 boulevard Saint-Jacques,5,5,0,0,Paris,STATION,75014,Paris/Saint-Jacques/59,station,ok,2018,4,2,5,23
168 bis rue Cardinet,3,3,0,0,Paris,PARKING,75017,Paris/Cardinet/Parking,station,ok,2018,4,8,11,7
62 rue Victor Beausse,6,6,0,0,Montreuil,STATION,93100,Montreuil/Victor Beausse/62,station,ok,2018,4,6,0,2
41 boulevard de Rochechouart,4,4,0,0,Paris,PARKING,75009,Paris/Anvers/Parking,station,ok,2018,4,2,11,56
1 avenue Hoche,4,4,0,0,Nanterre,STATION,92000,Nanterre/Hoche/1,station,ok,2018,4,5,7,49
1 rue de YÃ©limanÃ©,1,1,0,0,Montreuil,STATION,93100,Montreuil/YÃ©limanÃ©/1,station,ok,2018,4,6,21,2
130 rue de la Porte de Trivaux,3,3,0,0,Clamart,STATION,92140,Clamart/Porte de Trivaux/130,station,ok,2018,4,1,8,30
18 Place Mozart,1,1,0,1,Joinville-le-Pont,STATION,94340,Joinville-le-Pont/Mozart/18,station,ok,2018,4,8,6,29
1 rue des Bois,1,1,0,0,Paris,STATION,75019,Paris/Bois/1,station,ok,2018,4,2,19,17
4 rue Massenet,2,2,0,0,Courbevoie,SPACE,92400,Courbevoie/Massenet/4,full_station,ok,2018,4,7,18,55
3 rue Roger Salengro,2,2,0,0,Drancy,STATION,93700,Drancy/Roger Salengro/3,station,ok,2018,4,8,18,33
1 place Aristide Briand,3,3,0,1,Argenteuil,STATION,95100,Argenteuil/Aristide Briand/1,station,ok,2018,4,1,21,1
170 boulevard Pereire,2,2,0,0,Paris,STATION,75017,Paris/Pereire/170,station,ok,2018,4,7,21,24
46 Rue Pernety,0,0,0,0,Paris,STATION,75014,Paris/Pernety/46,station,ok,2018,4,5,21,0
125 Avenue Louis Roche,4,4,0,0,Gennevilliers,STATION,92230,Gennevilliers/Louis Roche/125,station,ok,2018,4,1,12,9
26 rue Berbier du Mets,0,0,0,0,Paris,STATION,75013,Paris/Berbier du Mets/26,station,ok,2018,4,2,11,41
24 Avenue du Pont Royal,6,6,0,0,Cachan,STATION,94230,Cachan/Pont Royal/24,station,ok,2018,4,7,22,55
1 allÃ©e Parc LagravÃ¨re,7,7,0,0,Colombes,STATION,92700,Colombes/Parc LagravÃ¨re/1,station,ok,2018,4,5,12,39
127 Quai de Stalingrad,2,2,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Stalingrad/127,station,ok,2018,4,7,3,16
52 rue Charles Hermite,0,0,0,0,Paris,STATION,75018,Paris/Charles Hermite/52,station,closed,2018,4,5,12,39
2 rue de Fleurus,0,0,0,0,Paris,STATION,75006,Paris/Fleurus/2,station,ok,2018,4,9,17,59
1 place Aristide Briand,4,4,0,0,Argenteuil,STATION,95100,Argenteuil/Aristide Briand/1,station,ok,2018,4,8,12,42
18 rue LinnÃ©,5,5,0,0,Paris,STATION,75005,Paris/LinnÃ©/18,station,ok,2018,4,3,11,23
33 avenue du GÃ©nÃ©ral de Gaulle,0,0,0,0,Bagnolet,SPACE,93170,Bagnolet/De Gaulle/33,full_station,closed,2018,4,5,6,18
220 rue Marcadet,0,0,0,2,Paris,STATION,75018,Paris/Marcadet/220,station,ok,2018,4,5,8,25
24 Rue Vulpian,2,2,0,0,Paris,STATION,75013,Paris/Vulpian/24,station,ok,2018,4,9,23,32
180 Avenue Victor Hugo,3,3,0,0,Paris,STATION,75016,Paris/Victor Hugo/180,station,ok,2018,4,1,15,10
106 Boulevard Voltaire,2,2,0,0,Paris,SPACE,75011,Paris/Voltaire/106,full_station,ok,2018,4,6,17,50
142 Rue de Bagnolet,2,2,0,2,Paris,STATION,75020,Paris/Bagnolet/142,station,ok,2018,4,2,5,29
18 rue Pasteur,6,6,0,0,Saint-Cloud,STATION,92210,Saint-Cloud/Pasteur/18,station,ok,2018,4,2,9,6
8 Boulevard Voltaire,3,3,0,0,Paris,STATION,75011,Paris/Voltaire/8,station,ok,2018,4,4,21,22
12 Avenue de la Division Leclerc,5,5,0,0,ChÃ¢tillon,SPACE,92320,ChÃ¢tillon/Division Leclerc/12,full_station,ok,2018,4,2,4,13
1 rue Jean Monnet,1,1,0,0,Nogent-sur-Marne,SPACE,94130,Nogent-sur-Marne/Jean Monnet/1,full_station,ok,2018,4,4,14,20
36 avenue de la RÃ©publique,4,4,0,0,Paris,STATION,75011,Paris/RÃ©publique/36,station,ok,2018,4,3,21,53
1 Rue Georges Corete,0,0,0,0,Gennevilliers,SPACE,92230,Gennevilliers/Georges Corete/1,full_station,closed,2018,4,5,1,6
1 Rue Dieumegard,3,3,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Dieumegard/1,station,ok,2018,4,8,3,28
251 rue de Charenton,2,2,0,0,Paris,STATION,75012,Paris/Charenton/251,station,ok,2018,4,6,22,33
58 Rue Monge,0,0,0,0,Paris,STATION,75005,Paris/Monge/58,station,ok,2018,4,6,1,45
16 place des Ãtats-Unis,4,4,0,0,Paris,STATION,75016,Paris/Ãtats-Unis/16,station,ok,2018,4,1,19,32
1 rue Maryse BastiÃ©,3,3,0,0,Aulnay-sous-bois,STATION,93600,Aulnay-sous-bois/Maryse BastiÃ©/1,station,ok,2018,4,6,11,33
1 rue des Bois,4,4,0,0,Paris,STATION,75019,Paris/Bois/1,station,ok,2018,4,2,21,28
1 avenue Philippe Auguste,5,5,0,0,Paris,STATION,75011,Paris/Philippe Auguste/1,station,ok,2018,4,6,5,40
65 rue Ordener,3,3,0,0,Paris,STATION,75018,Paris/Ordener/65,station,ok,2018,4,9,5,42
22 rue FranÃ§ois Delage,0,0,0,0,Cachan,STATION,94230,Cachan/FranÃ§ois Delage/22,station,closed,2018,4,3,12,0
63 avenue d'IÃ©na,4,4,0,0,Paris,STATION,75016,Paris/IÃ©na/63,station,ok,2018,4,3,13,36
145 rue de Tolbiac,4,4,0,0,Paris,STATION,75013,Paris/Tolbiac/145,station,ok,2018,4,6,22,30
18 Avenue Victor Hugo,0,0,0,0,Paris,STATION,75016,Paris/Victor Hugo/18,station,ok,2018,4,6,18,18
9 avenue Arblade,1,1,0,0,Malakoff,STATION,92240,Malakoff/Arblade/9,station,ok,2018,4,2,0,47
215 rue Henri Barbusse,4,4,0,0,Argenteuil,STATION,95100,Argenteuil/Henri Barbusse/215,station,ok,2018,4,6,5,20
39 Avenue de la RÃ©publique,1,1,0,0,Arcueil,SPACE,94110,Arcueil/RÃ©publique/39,full_station,ok,2018,4,9,8,57
10 rue de la Verrerie,5,5,0,0,Meudon,SPACE,92190,Meudon/Verrerie/10,full_station,ok,2018,4,6,4,12
2 square TolstoÃ¯,6,6,0,0,Paris,STATION,75016,Paris/Square TolstoÃ¯/2,station,ok,2018,4,4,19,52
37 rue du PrÃ©sident Wilson,0,0,0,0,Levallois-Perret,PARKING,92300,Levallois-Perret/Wilson-Barbusse/Parking,station,ok,2018,4,1,16,37
10 rue du Docteur Leray,4,4,0,0,Paris,STATION,75013,Paris/Leray/10,station,ok,2018,4,3,13,18
46 rue Edgard Quinet,4,4,0,0,Neuilly-Plaisance,STATION,93360,Neuilly-Plaisance/Edgard Quinet/46,station,ok,2018,4,4,7,3
49 Avenue du Docteur Paul Casalis,6,6,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Paul Casalis/49,station,ok,2018,4,6,0,0
3 rue EugÃ¨ne Martin,0,0,0,0,Fontenay-Sous-Bois,STATION,94120,Fontenay-Sous-Bois/EugÃ¨ne Martin/3,station,ok,2018,4,8,16,23
162 rue de la Roquette,0,0,0,0,Paris,STATION,75011,Paris/Roquette/162,station,ok,2018,4,3,7,37
81 avenue de la Grande ArmÃ©e,0,0,0,0,Paris,STATION,75016,Paris/Grande ArmÃ©e/81,station,closed,2018,4,9,16,5
109 chaussÃ©e de l'Etang,4,4,0,0,Le Plessis-Robinson,STATION,92350,Le Plessis-Robinson/ChaussÃ©e de l'Etang/109,station,ok,2018,4,5,6,24
46 quai de la RapÃ©e,6,6,0,0,Paris,STATION,75012,Paris/RapÃ©e/46,station,ok,2018,4,6,8,13
1 Rue Ordener,1,1,0,0,Paris,STATION,75018,Paris/Ordener/1,station,ok,2018,4,1,22,45
81 Avenue de la Division Leclerc,0,0,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Division Leclerc/81,station,closed,2018,4,7,4,53
19 rue BrÃ©montier,5,5,0,0,Paris,STATION,75017,Paris/BrÃ©montier/19,station,ok,2018,4,9,11,7
29 rue GalilÃ©e,4,4,0,0,Montreuil,STATION,93100,Montreuil/GalilÃ©e/29,station,ok,2018,4,7,19,16
8 rue de Rome,6,6,0,0,Rosny-sous-Bois,STATION,93110,Rosny-sous-Bois/Rome/8,station,ok,2018,4,7,4,26
24 rue des Frigos,1,1,0,0,Paris,STATION,75013,Paris/Frigos/24,station,ok,2018,4,3,17,21
5 Avenue Mac Mahon,2,2,1,1,Paris,STATION,75017,Paris/Mac Mahon/5,station,ok,2018,4,2,0,40
49 avenue de l'Arche,2,2,0,0,Courbevoie,STATION,92400,Courbevoie/Arche/49,station,ok,2018,4,7,10,14
40 rue de Courcelles,0,0,0,0,Paris,STATION,75008,Paris/Courcelles/40,station,ok,2018,4,2,13,6
79 rue AndrÃ© Joineau,2,2,0,0,Le PrÃ©-Saint-Gervais,STATION,93310,Le PrÃ©-Saint-Gervais/AndrÃ© Joineau/79,station,ok,2018,4,5,16,25
171 boulevard Saint-Germain,3,3,0,0,Paris,PARKING,75006,Paris/Saint-Germain des PrÃ©s/Parking,station,ok,2018,4,2,16,44
143 Rue La Fayette,0,0,1,0,Paris,STATION,75010,Paris/La Fayette/143,station,ok,2018,4,8,0,31
150 rue Marcadet,0,0,1,1,Paris,STATION,75018,Paris/Marcadet/150,station,ok,2018,4,7,9,20
230 Rue de Vaugirard,4,4,0,0,Paris,STATION,75015,Paris/Vaugirard/230,station,ok,2018,4,4,0,52
33 Avenue Sully Prudhomme,6,6,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Sully Prudhomme/33,station,ok,2018,4,7,16,42
42 rue Pierre Brossolette,4,4,0,0,Colombes,STATION,92700,Colombes/Pierre Brossolette/42,station,ok,2018,4,3,3,13
19 rue de Chateaubriand,0,0,0,0,Paris,STATION,75008,Paris/Chateaubriand/19,station,ok,2018,4,2,1,12
30 rue Marcel Vigneron,5,5,0,1,Arcueil,STATION,94110,Arcueil/Marcel Vigneron/30,station,ok,2018,4,8,14,11
20 Rue Cognacq Jay,2,2,0,0,Paris,STATION,75007,Paris/Cognacq Jay/20,station,ok,2018,4,4,18,22
48 Rue Henri Huchard,1,1,0,0,Paris,STATION,75018,Paris/Henri Huchard/48,station,ok,2018,4,4,14,29
103 avenue Charles de Gaulle,1,1,1,0,Le Chesnay,STATION,78150,Le Chesnay/Charles de Gaulle/103,station,ok,2018,4,9,0,56
115 Boulevard Pereire,3,3,1,0,Paris,STATION,75017,Paris/Pereire/115,station,ok,2018,4,5,11,3
29 Avenue Georges Pompidou,4,4,1,0,Villeneuve-la-Garenne,STATION,92390,Villeneuve-la-Garenne/Pompidou/29,station,ok,2018,4,9,3,43
41 avenue de Verdun,6,6,0,0,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/Verdun/41,station,ok,2018,4,3,1,21
2 rue du GÃ©nÃ©ral Renault,7,7,0,0,Paris,STATION,75011,Paris/Renault/2,station,ok,2018,4,9,17,24
101 rue Jean JaurÃ¨s,5,5,0,0,Vanves,STATION,92170,Vanves/Jean JaurÃ¨s/101,station,ok,2018,4,3,4,38
52 rue de Seine,4,4,0,0,Colombes,STATION,92700,Colombes/Seine/52,station,ok,2018,4,7,21,54
22 place Charles Fillion,1,1,0,0,Paris,STATION,75017,Paris/Charles Fillion/22,station,ok,2018,4,9,13,49
17 Avenue de Colmar,6,6,0,0,Rueil-Malmaison,STATION,92500,Rueil-Malmaison/Colmar/17,station,ok,2018,4,5,3,58
16 place des Ãtats-Unis,0,0,0,0,Paris,STATION,75016,Paris/Ãtats-Unis/16,station,ok,2018,4,8,6,7
121 avenue AndrÃ© Morizet,4,4,0,0,Boulogne-Billancourt,STATION,92100,Boulogne-Billancourt/AndrÃ© Morizet/121,station,ok,2018,4,8,19,48
2 Rue de l'Amiral Coligny,0,0,0,0,Paris,STATION,75001,Paris/Amiral Coligny/2,station,ok,2018,4,8,22,15
5 Rue de la ChaussÃ©e d'Antin,0,0,0,0,Paris,STATION,75009,Paris/ChaussÃ©e d'Antin/5,station,ok,2018,4,8,15,27
1 Rue du Moutier,2,2,0,0,Saint-Ouen,STATION,93400,Saint-Ouen/Moutier/1,station,ok,2018,4,4,23,36
1 Place Georges Pompidou,1,1,0,1,Levallois-Perret,PARKING,92300,Levallois-Perret/Pompidou/Parking,station,ok,2018,4,6,20,16
35 Rue de Provence,0,0,0,0,Paris,STATION,75009,Paris/Provence/35,station,ok,2018,4,8,13,26
42 avenue du GÃ©nÃ©ral de Gaulle,1,1,0,0,Maisons-Alfort,SPACE,94700,Maisons-Alfort/De Gaulle/42,full_station,ok,2018,4,6,22,43
1 rue Dewoittine,3,3,0,1,VÃ©lizy-Villacoublay,STATION,78140,VÃ©lizy-Villacoublay/Dewoittine/1,station,ok,2018,4,5,8,47
23 Boulevard Delessert,3,3,0,1,Paris,STATION,75016,Paris/Delessert/23,station,ok,2018,4,4,13,5
19 rue BrÃ©montier,3,3,0,0,Paris,STATION,75017,Paris/BrÃ©montier/19,station,ok,2018,4,9,23,42
5 rue Emile Zola,0,0,0,0,Limeil-BrÃ©vannes,STATION,94450,Limeil-BrÃ©vannes/Emile Zola/5,station,closed,2018,4,2,23,55
3 rue de BÃ©rite,0,0,0,0,Paris,STATION,75006,Paris/BÃ©rite/3,station,ok,2018,4,8,16,19
2 rue du Commandant Lamy,2,2,0,0,Paris,STATION,75011,Paris/Commandant Lamy/2,station,ok,2018,4,3,19,22
61 Boulevard Haussmann,2,2,0,0,Paris,STATION,75008,Paris/Haussmann/61,station,ok,2018,4,4,17,17
47 boulevard de l'HÃ´pital,0,0,0,0,Paris,STATION,75013,Paris/HÃ´pital/47,station,ok,2018,4,8,21,48
40 Avenue Victor Hugo,3,3,0,0,Clamart,STATION,92140,Clamart/Victor Hugo/40,station,ok,2018,4,5,0,6
122 Rue MÃ©nilmontant,0,0,0,0,Paris,STATION,75020,Paris/MÃ©nilmontant/122,station,ok,2018,4,1,19,38
330 rue des PyrÃ©nÃ©es,5,5,0,0,Paris,SPACE,75020,Paris/PyrÃ©nÃ©es/330,full_station,ok,2018,4,5,19,34
10 Rue Sadi Carnot,1,1,0,1,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Sadi Carnot/10,station,ok,2018,4,6,14,27
36 Rue Ãtienne Marcel,1,1,0,0,Paris,STATION,75002,Paris/Ãtienne Marcel/36,station,ok,2018,4,9,10,53
105 Rue de Rennes,0,0,0,0,Paris,STATION,75006,Paris/Rennes/105,station,ok,2018,4,9,13,34
1 rue du Docteur Schweitzer,3,3,0,1,Bagneux,STATION,92220,Bagneux/Schweitzer/1,station,ok,2018,4,3,2,56
140 Avenue de la RÃ©publique,1,1,0,1,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/RÃ©publique/140,station,ok,2018,4,9,7,8
91 rue du Faubourg Saint-Denis,0,0,0,0,Paris,STATION,75010,Paris/Saint-Denis/91,station,ok,2018,4,8,8,24
43 Rue de Monceau,1,1,0,1,Paris,STATION,75008,Paris/Monceau/43,station,ok,2018,4,4,17,41
13 Rue LÃ©on Blum,6,6,0,0,Bagneux,STATION,92220,Bagneux/LÃ©on Blum/13,station,ok,2018,4,9,5,1
18 avenue du MarÃ©chal Juin,5,5,1,0,Meudon-la-ForÃªt,STATION,92360,Meudon/MarÃ©chal Juin/18,station,ok,2018,4,9,10,14
72 Avenue Paul Doumer,4,4,0,0,Paris,STATION,75016,Paris/Paul Doumer/72,station,ok,2018,4,7,6,1
7 rue Vaudetard,6,6,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Vaudetard/7,station,ok,2018,4,3,13,4
22 Rue Auguste Blanqui,2,2,0,0,Drancy,STATION,93700,Drancy/Auguste Blanqui/22,station,ok,2018,4,3,6,33
1 place Charles de Gaulle,2,2,0,0,Ville-d'Avray,SPACE,92410,Ville-d'Avray/Charles de Gaulle/1,full_station,ok,2018,4,7,20,29
15 Rue Marcel Ethis,3,3,0,0,Romainville,STATION,93230,Romainville/Marcel Ethis/15,station,ok,2018,4,8,15,15
137 rue de la Pompe,1,1,0,0,Paris,STATION,75016,Paris/Pompe/137,station,ok,2018,4,1,4,13
3 avenue d'Ivry,0,0,0,0,Paris,STATION,75013,Paris/Ivry/3,station,ok,2018,4,8,18,34
122 boulevard Jean JaureÌs,5,5,0,0,Clichy-la-Garenne,STATION,92210,Clichy-la-Garenne/Jean JaureÌs/122,station,ok,2018,4,9,6,37
62 Rue Ramey,4,4,0,0,Paris,STATION,75018,Paris/Ramey/62,station,ok,2018,4,9,21,11
46 quai de la RapÃ©e,2,2,0,0,Paris,STATION,75012,Paris/RapÃ©e/46,station,ok,2018,4,1,9,37
28 Rue Bara,0,0,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Bara/28,station,ok,2018,4,6,0,54
204 rue dâEstienne dâOrves,3,3,0,0,VerriÃ¨res-le-Buisson,STATION,91370,VerriÃ¨res-le-Buisson/D'Estienne d'Orves/204,station,ok,2018,4,6,7,38
4 rue Claude-Nicolas Ledoux,6,6,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Claude-Nicolas Ledoux/4,station,ok,2018,4,8,20,42
1 rue d'UzÃ¨s,0,0,0,0,Paris,STATION,75002,Paris/UzÃ¨s/1,station,ok,2018,4,8,20,55
29 avenue des Champs Pierreux,4,4,0,0,Nanterre,SPACE,92000,Nanterre/Champs Pierreux/29,full_station,ok,2018,4,9,7,16
35 avenue du GÃ©nÃ©ral Leclerc,0,0,0,0,Bourg-la-Reine,STATION,92340,Bourg-la-Reine/Leclerc/35,station,closed,2018,4,1,14,50
105 Rue de Rennes,0,0,0,0,Paris,STATION,75006,Paris/Rennes/105,station,ok,2018,4,3,2,32
4 rue de Colombes,3,3,0,0,AsniÃ¨res-sur-Seine,STATION,92600,AsniÃ¨res-sur-Seine/Colombes/4,station,ok,2018,4,4,18,15
40 Rue du docteur Variot,4,4,0,0,Rosny-sous-Bois,STATION,93110,Rosny-sous-Bois/Variot/40,station,ok,2018,4,4,3,40
1 Place Georges Pompidou,4,4,0,0,Levallois-Perret,PARKING,92300,Levallois-Perret/Pompidou/Parking,station,ok,2018,4,3,4,23
118 avenue du GÃ©nÃ©ral De Gaulle,5,5,0,0,Clamart,STATION,92140,Clamart/De Gaulle/118,station,ok,2018,4,6,10,28
12 rue Denfert Rochereau,2,2,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Denfert Rochereau/12,station,ok,2018,4,9,0,29
41 avenue Bosquet,0,0,0,0,Paris,STATION,75007,Paris/Bosquet/41,station,ok,2018,4,9,2,12
9 rue RenÃ© Sahors,3,3,0,0,Vanves,STATION,92170,Vanves/RenÃ© Sahors/9,station,ok,2018,4,8,10,16
44 Rue de Champ Chardon,6,6,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Champ Chardon/44,station,ok,2018,4,8,22,11
2 rue des Couronnes,3,3,0,0,Paris,STATION,75020,Paris/Couronnes/2,station,ok,2018,4,5,17,32
12 rue Milton,0,0,0,0,Paris,STATION,75009,Paris/Milton/12,station,ok,2018,4,8,2,58
60 Avenue Victor Hugo,1,1,0,0,Paris,SPACE,75016,Paris/Victor Hugo/60,full_station,ok,2018,4,3,3,9
122 boulevard Jean JaureÌs,4,4,0,0,Clichy-la-Garenne,STATION,92210,Clichy-la-Garenne/Jean JaureÌs/122,station,ok,2018,4,5,13,31
172 boulevard Diderot,0,0,0,0,Paris,SPACE,75012,Paris/Diderot/172,full_station,ok,2018,4,8,13,59
21 rue de l'Ecole de Medecine,0,0,0,0,Paris,PARKING,75006,Paris/Ecole de Medecine/21,station,scheduled,2018,4,4,20,9
147 rue de Paris,1,1,0,0,Charenton-le-Pont,STATION,94220,Charenton-le-Pont/Paris/147,station,ok,2018,4,6,15,33
3 rue de BÃ©rite,0,0,0,0,Paris,STATION,75006,Paris/BÃ©rite/3,station,ok,2018,4,8,23,45
69 Rue de Courcelles,1,1,0,0,Paris,STATION,75008,Paris/Courcelles/69,station,ok,2018,4,9,16,37
82 rue de CrimÃ©e,4,4,0,1,Paris,STATION,75019,Paris/CrimÃ©e/82,station,ok,2018,4,2,6,34
117 rue de Lagny,3,3,0,0,Paris,STATION,75020,Paris/Lagny/117,station,ok,2018,4,5,18,6
3 rue Jean Veber,3,3,0,0,Paris,STATION,75020,Paris/Jean Veber/3,station,ok,2018,4,4,15,43
11 rue FranÃ§ois de Neufchateau,5,5,0,0,Paris,STATION,75011,Paris/FranÃ§ois de Neufchateau/11,station,ok,2018,4,3,2,35
4 Rue Charles Bossut,0,0,0,0,Paris,STATION,75012,Paris/Charles Bossut/4,station,ok,2018,4,7,3,14
2 Rue du Buisson Saint Louis,5,5,0,0,Paris,STATION,75010,Paris/Buisson Saint Louis/2,station,ok,2018,4,3,6,5
6 Rue Adolphe Yvon,4,4,0,0,Paris,STATION,75016,Paris/Adolphe Yvon/6,station,ok,2018,4,4,21,47
7 boulevard d'AlgÃ©rie,1,1,0,0,Paris,STATION,75019,Paris/AlgÃ©rie/7,station,ok,2018,4,1,20,13
44 Avenue George V,2,2,0,0,Paris,STATION,75008,Paris/George V/44,station,ok,2018,4,5,21,50
19 Rue Polonceau,1,1,1,0,Paris,STATION,75018,Paris/Polonceau/19,station,ok,2018,4,4,11,50
33 rue de Lourmel,5,5,0,1,Paris,STATION,75015,Paris/Lourmel/33,station,ok,2018,4,3,17,6
14 rue Jouffroy d'Abbans,0,0,1,0,Paris,STATION,75017,Paris/Jouffroy d'Abbans/14,station,ok,2018,4,4,21,11
2 Rue du Buisson Saint Louis,3,3,0,0,Paris,STATION,75010,Paris/Buisson Saint Louis/2,station,ok,2018,4,7,23,32
5 Rue des Archives,3,3,0,0,CrÃ©teil,STATION,94000,CrÃ©teil/Archives/5,station,ok,2018,4,3,12,50
59 Boulevard Voltaire,0,0,0,0,Paris,STATION,75011,Paris/Voltaire/59,station,closed,2018,4,7,7,0
55 avenue de SÃ©gur,0,0,0,0,Paris,STATION,75007,Paris/SÃ©gur/55,station,ok,2018,4,6,0,51
49 avenue de l'Arche,2,2,0,0,Courbevoie,STATION,92400,Courbevoie/Arche/49,station,ok,2018,4,3,22,57
1 rue Jean Monnet,4,4,0,1,Nogent-sur-Marne,SPACE,94130,Nogent-sur-Marne/Jean Monnet/1,full_station,ok,2018,4,3,4,50
135 avenue de Verdun,6,6,0,0,Issy-les-Moulineaux,STATION,92130,Issy-les-Moulineaux/Verdun/135,station,ok,2018,4,6,4,34
21 bis rue Notre-Dame des Victoires,0,0,0,0,Paris,STATION,75002,Paris/Notre-Dame des Victoires/21,station,ok,2018,4,9,23,58
2 Rue Marcel Monge,2,2,0,0,Suresnes,STATION,92150,Suresnes/Marcel Monge/2,station,ok,2018,4,7,23,48
28 rue d'Aumale,0,0,0,0,Paris,STATION,75009,Paris/Aumale/28,station,ok,2018,4,7,14,57
23 rue des Bernardins,1,1,0,0,Paris,STATION,75005,Paris/Bernardins/23,station,ok,2018,4,2,9,3
56 Rue des Plantes,4,4,0,0,Paris,STATION,75014,Paris/Plantes/56,station,ok,2018,4,1,12,9
31 rue Beaurepaire,0,0,0,0,Paris,STATION,75010,Paris/Beaurepaire/31,station,ok,2018,4,2,8,39
100 boulevard de la LIbertÃ©,0,0,0,0,ChÃ¢tillon,STATION,92320,ChÃ¢tillon/LibertÃ©/100,station,closed,2018,4,3,20,26
1 Rue Jules Romains,4,4,0,1,Paris,SPACE,75019,Paris/Jules Romains/1,full_station,ok,2018,4,3,9,35
109 Rue du 8 mai 1945,4,4,0,0,Nanterre,STATION,92000,Nanterre/8 mai 1945/109,station,ok,2018,4,3,17,18
11 rue Gerbert,1,1,0,0,Paris,STATION,75015,Paris/Gerbert/11,station,ok,2018,4,2,16,40
59 avenue Marceau,3,3,0,0,Paris,STATION,75016,Paris/Marceau/59,station,ok,2018,4,6,10,0
3 Rue des Halles,0,0,0,0,Paris,SPACE,75001,Paris/Halles/3,full_station,ok,2018,4,5,14,14
33 Avenue Sully Prudhomme,1,1,0,0,ChÃ¢tenay-Malabry,STATION,92290,ChÃ¢tenay-Malabry/Sully Prudhomme/33,station,ok,2018,4,3,18,43
1 place Charles de Gaulle,3,3,1,1,Ville-d'Avray,SPACE,92410,Ville-d'Avray/Charles de Gaulle/1,full_station,ok,2018,4,4,14,44
22 avenue Danielle Casanova,4,4,0,0,Champigny-sur-Marne,STATION,94500,Champigny-sur-Marne/Danielle Casanova/22,station,ok,2018,4,9,4,10
23 Boulevard de Clichy,3,3,0,0,Paris,STATION,75009,Paris/Clichy/23,station,ok,2018,4,3,12,21
90 boulevard National,5,5,0,1,La Garenne-Colombes,STATION,92250,La Garenne-Colombes/National/90,station,ok,2018,4,1,7,42
16 Rue Charles de Gaulle,6,6,0,0,Alfortville,STATION,94140,Alfortville/Charles de Gaulle/16,station,ok,2018,4,4,3,30
19 rue Tronchet,0,0,0,0,Paris,STATION,75008,Paris/Tronchet/19,station,ok,2018,4,8,21,20
24 rue du ChÃ¢teau Landon,0,0,0,0,Paris,STATION,75010,Paris/ChÃ¢teau Landon/24,station,ok,2018,4,3,2,4
